Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2003-01-01,1,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,12.7, ,20.1, ,5.1, ,-0.7, ,2.43, ,0.0, ,40, ,90, ,19, ,10.1, ,135, ,0.6, ,170.6, ,2.0, ,1020,33.964942,-117.33698
2003-01-02,2,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,15.3, ,23.1, ,7.9, ,-3.7, ,2.82, ,0.0, ,27, ,42, ,16, ,10.1, ,134, ,0.5, ,166.4, ,1.9, ,1020,33.964942,-117.33698
2003-01-03,3,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,17.6, ,26.1, ,9.9, ,-1.9, ,2.4, ,0.0, ,26, ,41, ,15, ,10.7, ,101, ,0.5, ,151.7, ,1.8, ,1020,33.964942,-117.33698
2003-01-04,4,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,15.1,H,28.0,Y,,S,0.2, ,2.27,R,0.0, ,36, ,58,H,19,H,11.4, ,127, ,0.6, ,121.7, ,1.4, ,1020,33.964942,-117.33698
2003-01-05,5,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,20.3,H,28.2,Y,11.1, ,-2.4, ,3.7, ,0.0, ,22, ,38,H,10,H,11.8, ,137, ,0.5, ,307.3, ,3.6, ,1020,33.964942,-117.33698
2003-01-06,6,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,19.0, ,21.3, ,14.8,Y,-4.5, ,6.48, ,0.0, ,20, ,25, ,11, ,11.6, ,135, ,0.4, ,600.0,R,6.9,R,1020,33.964942,-117.33698
2003-01-07,7,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,21.7,H,25.7, ,14.7,Y,-0.1, ,3.72, ,0.0, ,23, ,35,H,19,H,12.3, ,114, ,0.6, ,315.4, ,3.7, ,1020,33.964942,-117.33698
2003-01-08,8,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,13.0, ,19.3, ,8.7, ,6.6, ,0.63, ,0.0, ,65, ,88, ,33, ,12.1, ,44, ,1.0, ,94.4, ,1.1, ,1020,33.964942,-117.33698
2003-01-09,9,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,12.9, ,18.2, ,8.8, ,8.5, ,1.43, ,0.0, ,75, ,89, ,51, ,12.1, ,113, ,1.1, ,103.7, ,1.2, ,1020,33.964942,-117.33698
2003-01-10,10,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,11.5, ,15.2, ,7.3, ,7.7, ,0.95, ,0.0, ,78, ,91, ,61, ,12.3, ,83, ,1.1, ,100.7, ,1.2, ,1020,33.964942,-117.33698
2003-01-11,11,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,12.3, ,18.1, ,7.7, ,7.7, ,1.63, ,0.0, ,74, ,89, ,51, ,12.5, ,125, ,1.1, ,116.8, ,1.4, ,1020,33.964942,-117.33698
2003-01-12,12,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,12.3, ,21.1, ,5.9, ,6.4, ,1.91, ,0.0, ,67, ,87, ,32, ,12.2, ,137, ,1.0, ,111.9, ,1.3, ,1020,33.964942,-117.33698
2003-01-13,13,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,13.2, ,25.6, ,,S,3.7, ,2.03,R,0.0, ,53, ,86, ,19, ,12.1, ,143, ,0.8, ,104.7, ,1.2, ,1020,33.964942,-117.33698
2003-01-14,14,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,13.4, ,23.5, ,6.1, ,3.2, ,2.08, ,0.0, ,50, ,80, ,22, ,12.0, ,127, ,0.8, ,111.2, ,1.3, ,1020,33.964942,-117.33698
2003-01-15,15,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,15.0, ,24.3, ,6.4, ,-0.9, ,2.72, ,0.0, ,34, ,82, ,14, ,11.6, ,128, ,0.6, ,168.9, ,2.0, ,1020,33.964942,-117.33698
2003-01-16,16,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,17.3, ,26.0, ,9.5, ,-5.6, ,3.54, ,0.0, ,20, ,31, ,13, ,11.3, ,145, ,0.4, ,201.7, ,2.3, ,1020,33.964942,-117.33698
2003-01-17,17,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,17.9, ,27.6,Y,7.9, ,-4.7, ,3.27, ,0.0, ,21, ,38, ,10, ,11.4, ,148, ,0.4, ,155.9, ,1.8, ,1020,33.964942,-117.33698
2003-01-18,18,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,17.7, ,26.8, ,9.7, ,-0.5, ,2.97, ,0.0, ,29, ,49, ,16, ,11.9, ,145, ,0.6, ,138.4, ,1.6, ,1020,33.964942,-117.33698
2003-01-19,19,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,15.3, ,24.1, ,8.3, ,1.5, ,2.55, ,0.0, ,39, ,59, ,21, ,12.1, ,142, ,0.7, ,122.0, ,1.4, ,1020,33.964942,-117.33698
2003-01-20,20,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,13.7, ,19.4, ,9.2, ,5.0, ,2.16, ,0.0, ,56, ,87, ,36, ,12.3, ,130, ,0.9, ,127.9, ,1.5, ,1020,33.964942,-117.33698
2003-01-21,21,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,13.2, ,19.5, ,9.5, ,8.6, ,1.67, ,0.0, ,73, ,90, ,41, ,12.6, ,125, ,1.1, ,99.9, ,1.2, ,1020,33.964942,-117.33698
2003-01-22,22,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,12.4, ,18.5, ,7.5, ,8.5, ,1.08, ,0.0, ,77, ,91, ,56, ,12.6, ,91, ,1.1, ,95.0, ,1.1, ,1020,33.964942,-117.33698
2003-01-23,23,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,14.6, ,22.6, ,8.8, ,6.3, ,1.41, ,0.0, ,58, ,85, ,31, ,12.7, ,86, ,1.0, ,103.9, ,1.2, ,1020,33.964942,-117.33698
2003-01-24,24,44,metric,"92522, 92521, 92519, 92518, 92517, 92516, 92515, 92514, 92513, 92509, 92507, 92506, 92505, 92504, 92503, 92502, 92501",daily,16.8, ,25.9, ,9.0, ,3.0, ,3.16, ,0.0, ,40, ,65, ,20, ,12.6, ,140, ,0.8, ,189.0, ,2.2, ,1020,33.964942,-117.33698
